,recommend_to_a_friend,review_text
13154,True,mano simplesmente muito bom a memória e a câmera nem se fala mil vezes melhor que o moto  s
13155,True,chegou super rápido bem embalado tudo certo tudo ótimo obrigada
13156,True,confortável e com uma boa resposta tando no mouse como no teclado
13157,True,como peça decorativa achei muito legal  material de boa qualidade  vem bem embalado  recomendo 
13158,True,fiquei muito satisfeita com o atendimento a pontualidade na entrega e o cuidado com a embalagem do produto recomendo
13159,True,gostei do celular até porque gosto muito dos produtos motorola a inquisição de um aparelho intermediário por um preço justo valeu demais a entrega foi super rápida sempre compro no site das americanas e sempre as  são rápidas recomendo
13160,False,a propaganda de que cabe no carro é mentira não coube no meu pálio espero um contato
13161,True,correspondeu as minhas expectativas e é muito prática e de fácil manuseio
13162,False,comprei para meu filho de presente de natal ele nunca conseguiu usar processador super lento trava a toda hora e depois de  dias travou totalmente e não funciona mais não recomendo
13163,True,gostei muito do produto e a entrega foi realizada conforme o acordado
13164,False,não observei a dimensão do produto nem sei se tem essas informações na descrição o fato é que achei ele muito pequeno
13165,True,fácil a montagem e material de ótima qualidade recomendo o produto
13166,True,ótimo produto entrega dentro do prazo gostei da atenção e acompanhamento do status da entrega do produto
13167,True,para quem já conhece dispensa comentários jogo divertido que encanta gerações
13168,True,lindo útil e forte cada gancho é um parafuso colocado de trás pra frente amei e vou pedir mais pra dar de presente porque tem um preço ótimo e funciona realmente
13169,True,cumpre o prometido recomendo é muito rápida e não deixa milho sem estourar
13170,True,o produto é muito bom chegou em ótimo estado o tamanho não é muito grande mas é ideal família pequena
13171,True,amei o produto  melhor custo benefício  entrega rápida  funcional leve e tela grande 
13172,False,recebi o megafone com o prazo atrasado e o mesmo não funciona
13173,True,cinema em casa pode  levar sem susto parece q ela te transporta para dentro das cenas
13174,True,o balde é ótimo bem prático você não precisa carregar é só puxar apesar das rodas não serem muita boa tem que ter um certo cuidado para não aranhar o porcelanato o cabo é curto o refil do esfregão é horrível muito fraco e não é durável péssimo de encaixar existe outra marca melhor
13175,False,ainda não recebi os pneus corretosfaz quase  meses desde a compra
13176,True,muito bom recomendo sem contar a marca q ainda no momento não é descartável como outras marcas
13177,True,produto custo benefício excelente cumpre com tudo o que promete fácil manuseio e limpeza muito recomendado para aparar a barba fazer os contornos e também para os pelos do corpo aprovado
13178,True,gostei muito do produto aparentemente parece original veio bem antes do prazo dado e embalagem em perfeito estado
13179,True,já estou com o  metal há algum tempo e não apresentou nenhum ponto fraco era tudo que eu queria pensa na fruidez desse smartphone
13180,True,gostei do produto veio antes do prazo esperado embalagem veio em perfeito estado único problema é que em cabelos com progressiva não fica muito legal o resultado e nao dura muito também
13181,False,demora na entrega e os frisos das portas da   na cor cinza metálico solicitados são de côr totalmente diferente do produto entregue estou aguardando instruções para o processo de devolução
13182,False,comprei  e o segundo veio de cor diferente do primeiro
13183,True,bom produto entrega no prazo tudo ok não tenho mais nada a dizer
13184,False,acabei de receber meu calvin klein be e é muito falsificadonão tem nenhuma fixaçãomuito fraquinhoirei devolver
13185,True,tudo certo com o produto e com o prazo de entrega
13186,True,se você está pensando adquirir aconselho que desista o produto não tem nenhuma reação as promessas de emagrecimento são só promessas mesmo adquiri o produto pela empresa do mesmo ou melhor pelo site oficial estou há quase um ano tentando receber meu dinheiro de volta
13187,True,melhor cafeteira fácil e rápido de preparar cafés chás achocolatados
13188,True,comprei essa panela mas inha vindo com a alça quebrada tive bastante trabalho pra conseguir trocar na verdade tive que cancelar a compra devolver o produto e com o valeconsegui pedir uma outra panela a entrega foi bem rapida e dessa vez veio sem defeito recomendomaterial de ótima qualidade
13189,False,até agora não recebi minha caixa comprei antes do natal e nada de chegar  não tem como falar com ninguém pois ninguém responde 
13190,True,a almofada é linda bem confeccionada tem estrutura firme e atendeu bem o esperado
13191,True,o aparelho é sensacional  entrega super rápida e o design é mais bonito que imaginei simplesmente amando
13192,True,geladeira com belo visual espaçosa adorei efetuar a compra nas americanas entrega antes do tempo produto bem embalado sem avarias
13193,True,algumas músicas estão em versão acústica outras em versão estúdio foi o único motivo q não me deixou  feliz
13194,True,olha eu comprei não sabia que ia ter que retirar nos correios pensei que ia entregar em casa como trabalho cedo e largo tarde não consegui pegar voltou pra são paulo pós os correios só abre as nove
13195,True,aconselho voce adquirir esse produto é de baixo custo  e bastante útil na sua  cozinha
13196,True,produto feito pra criança não tenho muito o que dizer mas a satisfação da elena resume quaisquer incoformidade do produto
13197,True,produto de qualidade comprei com até  dias uteis para entrega e me entregaram com  dias
13198,True,o pessoal da andel tecnologia mandou o produto muito bem embalado e com uma carta contendo os canais de contato o receptor funcionou no meu windows  realmente há a opção de gravação e pausa mas a recepção é fraca precisei colocar um bombril na antena e ainda assim alguns canais ficaram de fora de qualquer forma já quebra um galho
13199,False,estou muito decepcionada com a atitude das lojas americanas comprei a lixadeira bivolt senão  funções e só pega uma função a de  sendo que a de  tem que enviar para autorizada como pode isso se eu paguei caro para ter as duas e estou fazendo a desistência do produto e a funcionária jana inadequada dos anjos disse que ia me ligar hoje de manhã e não me ligou e disse que ia me mandar o código do envio do produto pelo email até o momento nada resolvido sendo assim vou resolver de outra maneira pois a loja americana não fez o combinado
13200,False,a importtotal enviou uma raquete que não é a pilha propaganda enganosa cuidado
13201,True,gostei do produto ele é um pouco menor do que tinha imaginado mas mesmo assim compensa pelo custoxqualidade do produto quero parabenizar o parceiro pela agilidade na entrega
13202,True,excelente me surpreendeu fácil de usar fácil de limpar excelente custo benefício o tempo de espera de um café para outro é curtíssimo não chega a  segundos tanto capucino como café late
13203,True,a marca sony  é de excelente qualidade por isso é minha preferida quando se trata de televisão
13204,True,fiquei a madrugada do dia  acordada procurando promoções escolhi o site americanascom por achar que era um site de segurança mas me enganei já estou pagando a ° parcela do celular e nada e receber o meu produto o pior é que três empresas estão envolvidas na entrega do meu celular e cada um fala uma coisa americanascom ricardo eletro e carriers transportadora não indico para comprar
13205,False,cuidado verifique reputação da conair no site wwwreclameaquicombr antes de comprar
13206,False,a importetotal entrega uma raquete diferente que não é a pilha propaganda enganosa
13207,True,eu gostei entrega antes do prazo e o violino é muto bonito
13208,True,gostei muito do prazo de entrega são excelentes parabéns
13209,True,a entrega foi rápidae o produto chegou com qualidadesem danos
13210,True,a entrega foi muito rápido chegou antes do previsto recomendo a tds o site e o produto
13211,False,todos quebraram no interruptor na primeira usada saíram os finais do interruptor tirando totalmente de uso
13212,True,a quantidade de café a ser moída é pequena engana o corpo longo do produto mas é bem eficiente achei bem rápida e prática também
13213,True,a bike é boa quadro em aluminio o que a faz leve veio com um espelho muito ordinário e por sinal já quebrado que foi direto pro lixo a caloi deveria ter vergonha de fazer tal espelho porém vale a pena comprála pois o restante é muito bom
13214,True,serviço com rapidez e eficiência eu recomendo comprar nesse site
13215,True,muito feliz com minha compra ainda mais quw foi presente  o produto e ótimo cumpre o que promete  muito potente  amei  mais um seleto que me ajuda bastante na cozinha muito prático  a entrega foi antes do esperado estio amando o produto
13216,True,o custo beneficio é muito grande aproveitase todas as brocas até o fim mantendoas afiada permanentemente o nosso aproveitamento junto as madeiras ferro e alumínio é perfeita é uma ferramenta que deve existir no arsenal de ferramentas
13217,True,eu amei o celular a bateria dura bastante  eu recomendo pode comprar sem medo amei
13218,False,não consegui testar o produto pois lg americanascom e comprebel não resolveram o problema até o presente momento
13219,True,muito boa faz realmente o que propõe muito prática recomendo
13220,True,até o momento o produto me parece bastante eficaz o preço aplicado pelas americanas está excelente
13221,True,produto extra muito bom recomendo há todos os clientes das americanas
13222,True,recomendo a leitura muito boa sem contar que chegou rapidinho
13223,True,a performance que eu esperava em um smartphonechegou antes do prazo
13224,True,gostei tanto do produto como do atendimentomaseu acho que tem que haver algumas alterações no siteporque coloquei o endereço errado e não conseguir mudar
13225,True,produto muito bom confortável preço bom e a entrega foi super rápida
13226,True,adorei a aplicação e facilidade do produto senti falta de ser um pouco maior sua base pq depois que molha mingua um pouco mas estou satisfeita com a praticidade melhorar faz parte
13227,True,produto lindo conforme a foto entregue antes do prazo super recomendo
13228,True,produto de ótima qualidade super macio e confortável recomendo
13229,False,o produto nao chegouta demorando muitofgbnhdjdgjyhhhhhhhhhgbvbhnnmbvcgfsggf
13230,True,produto muito bom principalmente por ser regulável agrada a todos
13231,False,nao recebi este produto e ninguem me responde de como posso resolver este problema
13232,True,travesseiro confortável e macio com altura ideal para mim
13233,True,agradeço a equipe pela venda e rapidez na entrega do aparelho celular que chegou muito antes da data prevista e o aparelho esta atendendo as minhas necessidades 
13234,True,o aparelho funciona quando liga faz ligação e recebe alem de tirar fotos passa a novela
13235,False,como posso avaliar o produto se o mesmo ainda não chegou desde  mais de um mês de espera e até o momento nada do produto com relação ao produto  se chegar voltarei a avaliar o produto pois a entrega deixou a desejar totalmente insatisfeito visto que o mesmo já foi pago desde o dia 
13236,True,travesseiro confortavel com altura ideal entrega super rápida para sp
13237,False,ótimo o produto é muito bem atendida recebi o produto antes do prazo excelente
13238,True,produto de excelente qualidade e bom atendimento do fabricante foram muito atenciosos super recomendo obrigada
13239,True,produto muito bom fácil programação ótima imagem eu super recomendo
13240,True,presenteei minha mãe e ela adorou o celular é bom funciona normalmente não travou é bonito leve e pelo preço compensou
13241,False,a lâmina custa metade do preço de aquisição pra repor e nem funciona para deixar a barba rente zerada parece ficar rente quando o pelo é ralo mas pra fazer todos os dias e deixar o aspecto liso como com a gilete não funciona se sua intenção é essa não compre﻿ ele realmente corta os pelos sem puxálos mas irritou bem minha pele o design é bonito e ergonômico estou tentando vendêlo tamanha a decepção com o produto
13242,True,alguem sabe me informar se ela tem entrada pra fone caixas auxiliar
13243,True,realmente a bateria é duradoura designer lindo câmera excelente e software levinho não tenho o que reclamar
13244,True,comprei o note para atividades acadêmicas não tenho do que reclamar  é rápido e fino
13245,False,veio sem a tampa do controle remoto o carro não anda reto veio com defeito não veio pilha e carregador de pilhas recarregáveis conforme a descrição no site
13246,False,e  horrível demora mas de   h para  cozinha o arroz e muito mas  muito pequena
13247,True,chegou dentro do tempo instalação com profissional
13248,True,boneca bonita minha filha gostou chegou certinho estamos satisfeitos com a compra
13249,True,adorei o produto limpa e encorpa os fios tem um perfume acentuado mas não me incomodou
13250,True,gostei pelo preço valeu apena recomendo obrigada
13251,True,lindo esse conjunto barbie veterinaria com acessórios fofos minha filha amou e eu tambem achei lindo recomendo
13252,True,produto perfeito para o que se propõe leve pequeno fácil manuseio
13253,True,produto com ótima qualidade superou minhas expectativas chegou no prazo certo e fiquei super feliz
13254,True,o produto é excelente e chegou como eu esperava e a entrega foi super rápida recomendo
13255,True,gostei dos travesseiros de pena de ganso pois é muito macio e resistente
13256,True,a tv é boa faltou o bluetooth não prestei atenção nisso e dancei
13257,True,o produto é show minha sobrinha ficou encantada única coisa que achei ruim foi a caixa um pouco violada 
13258,False,o produto é muito frágil possui material de má qualidade e descasca com o tempo
13259,True,o produto deve ser bom mas enquanto as americanas continuarem a mandar pelos correios vão acontecer muitos transtornos hoje esta fazendo   dias que comprei e ainda não recebi este é o meu codigo de rastreio 
13260,True,ainda não usei mas é super confortável fácil de montar e desmontar e dá p usar só o acento
13261,True,americanas está de parabéns entrega muito rápida e produto de excelente qualidade
13262,True,tenho um local com  pessoas e mantém água gelada o dia todo para meus funcionários prático pois não ocupa espaço melhor aquisição que já fiz
13263,True,gostei muito do produto muito bonito funciona bem câmeras boas recomendo
13264,True,para a categoria ela tem boa potência é leve e bonita
13265,True,gostei do produto mas falta na embalagem forma de armazenamento
13266,True,produto bom recomendo a todos entrega rápida
13267,True,melhor compra nos últimos tempos custo beneficio nota 
13268,True,produto bom sem reclamações no momento so precisei pagar um montador
13269,True,o produto chegou bem antes do informado e tudo como descrito no anúncio show de bola
13270,False,a foto divulgada mostra um teclado numérico com cabo usb convencional entretanto recebi um produto com cabo retrátil nas especificações escritas também não havia menção a esta característica como ocorre com outros teclados equivalentes  sempre evito os cabos retráteis por serem muito mais frágeis e quebrarem com facilidade somente realizei a compra pois como disse a descrição me levou a crer que era cabo convencional   quanto a qualidade do teclado certas teclas  e  falham constantemente porém neste caso pelo baixo preço do produto eu já imaginava que ele teria qualidade no máximo regular e que isso poderia mesmo acontecer assumi o risco
13271,True,amei ele eh mais bonito ao vivo kkk e super confortável 
13272,True,com certeza voltarei a comprar novamente produto conforme o esperado
13273,True,as bonecas são lindas chegou antes da data americana como sempre mim surpreender
13274,False,o barulho é insuportável parece uma máquina de furar parede pode ser eficaz mas o barulho atrapalha o uso
13275,True,lindo design e os cafes são uma delicia recomendo altamente
13276,True,produto atendeu as expectativas descritas no momento da compra apenas uma ressalva em relação a ter apenas uma haste para atender duas funções a de controle de temperatura e mudança de ducha para chuveiro deveria ter duas hastes individuais uma para controle de temperatura e outra para mudança do modo de ducha para chuveiro
13277,True,belo design moderno e cool otimo custo beneficio o apoio para as costas é um pouco mole mas está ok para o preço e todas as cadeiras desse design são assim nessa loja teve o melhor preço e a entrega foi antes do prometido
13278,True,pra quem é fã de smartphones gosta sempre de estar conectado às suas redes sociais ouvir música navegar com gps jogar tirar fotos esse é o celular perfeito a fluidez entre um app e outro é ótima em  mês de uso eu nunca presenciei um travamento  de memória interna é mais do que suficiente pra colocar todo e qualquer app essencial e vários outros auxiliares e ainda sobra bastante pra fotos videos e musicas se bem que hoje quase todos usamos serviços de streaming pra música no geral avalio como um celular top de linha intermediária praqueles que não querem desembolsar valores absurdos e ainda assim ter acesso à um hardware compatível com o mercado de apps atual
13279,True,excelente principalmente para trabalho com imagem recomendo
13280,False,produto me deu muito sono não condiz com a propaganda
13281,True,ouvi dizer que ele esquenta rápido e depois para até esfriar comigo não  aconteceu porque não  uso para limpeza pesada
13282,False,material horrível pensei que era uma coisa e veio outra
13283,True,chegou antes do prazo e veio certinho o produto adorei
13284,False,o problema é que pedi esse kit a prova dagua e veio com as lentes de olho de peixe que por sinal são de péssima qualidade a capa traseira e a película de vidro são boas mesmo mas não veio com a flanelinha e nem o liquido de limpar lente que deveria ter vindo assim como dito na embalagem por isso as  estrelas
13285,True,comprei o jogo dia  e recebi no dia  bem antes do prazo parabéns a americanascom pela entrega e eficiência
13286,False,prezados o prazo máximo para entrega desse produto era dia  de dezembro de  até agora não recebi já comuniquei as lojas americanas por email e já protocolei minha reclamação por duas vezes no telefone e não me dão uma posição a respeito no site o status do produto está em transporte um absurdo seria ótimo se isso fosse realmente publicado ou se alguém pudesse ao mínimo me dar uma satisfação a respeito
13287,False,qualidade bem chinesa quebra muito easy e é carinho por uma shit tão shit
13288,False,som horrívelmicrofone ruim pra carambaa qualidade paraguaiame arrependo amargamente
13289,False,só dei essa avaliação pra chamar atenção pois comprei no dia  e até hoje não consegui retirá lo na loja estrada mirandela  nilópolis rj a gerente falou que a mercadoria não foi entregue
13290,True,além de tudo  a entrega super rápida  carregador cumpre bem o especificado apenas a saída do cabo que não confere no meu samsung  mas é fácil resolver
13291,True,excelente em tudo rapido na entrega e produto muito bom recomendo à todos
13292,True,super recomendo o produto entrega foi feita no prazo tudo certinho
13293,True,excelente produto e rápido na entrega recomendo à todos
13294,True,muito prático e fácil de usarrecomendo vários sabores deliciosos
13295,False,descosturou na primeira lavagem produto caro e de marca famosa não era pra ter acontecido isso
13296,False,recebi a tvlinda porém a surpresanão tem como baixar app sendo assimsem netflixvou tem q gastar o desconto q tinha ganho em um emuler outro problema q noteifaz duas semanas q ela chegou e desligou sozinha tres vezesto com medo de ter investido errado afff
13297,True,achei que os potes muito pequenos mas é de boa qualidade
13298,True,porém o resultado é o mesmo que outros de marcas que existe no mercado
13299,True,o celular é muito bom tem uma resolução linda acabamento impecável e até que um bom processamento mas se você está acostumado com samsung vai sentir falta de algumas coisas muito importantes para o sistema por exemplo uma galeria de fotos ou um explorador de arquivos este celular não possui quase que nada da aplicativos nativos você fica totalmente refém da google todos os apps são google o que na minha opinião é uma grande falha tirando essa questão de adaptação com o sistema recomendo o celular se pegar em promoção ainda vai na fé
13300,True,produto moderno  com requisitos avançados que permitem melhor agilidade no desenvolvimento de trabalhos e capacidade de armazenamento  recomendo  além disso  é leve e muito bonito
13301,False,oi home que veio e bom mais não tem as funções que eu esperava como entrada hdmi só tem usb por isto não recomendo ricardo eletro
13302,False,criança recebeu o presente de natal e ficou desolada e muito triste pois o produto é uma enganação não forma a massa do sorvete mesmo seguindo as instruções corretamente enfim péssimo produto e criança frustrada não recomendo
13303,True,adorando meu  pro efetuei a compra no domingo e recebi o aparelho hoje  dias parabéns a americanas pela rápida entrega 
13304,True,entrega rápida e produto de qualidade chegou conforme prometido e o valor bem mais acessivel do que o de mercado tradicional
13305,True,produto bom e com as tiras mais em conta do mercado
13306,True,gostei muito do produtobem funcional recomendoocorreu tudo bem na compra entrega antes do prazo informado ótimo
13307,True,gostei muito do meu novo smartphone xiaomi recomendo
13308,True,já tinha produto dessa marca comprei outro e recomendo
13309,True,o produto corresponde com as minhas expectativas chegou antes do prazo marcado e parabéns pela entrega rápida
13310,False,em primeiro lugar me deram o prazo de  dias úteis para a entrega e não chegou tive que correr atras e levou mais  dias até que chegasse comprei três unidades e não é o que parece na foto é muito mais clara e o quarto não fica totalmente escuro como uma blackout normal inclusive inferior e com menor preço como verifiquei em outro anuncio  em uma delas um lado e mais comprido que o outro e o acabamento também não pe bem feito enfim não recomendo tem produtos melhores no mercado e como preço melhor também
13311,False,a entrega foi rápida  o produto veio lacrado e em perfeitas condições a câmera é  ótima mas o celular trava
13312,False,ainda não tennho como avaliar pois ate agora meu produto  não chegou e ja passou da data prevista de entrega
13313,False,gostaria imensamente de avaliarmas a loja coleciona brinquedos não entregou o produto
13314,True,tela antirreflexo é um excelente acessório além do processador ser bom a bateria não dura muito tempo porém no geral o notebook é muito bom
13315,True,so nao tou gostando vcs estao demorando para entrega comprei um notebook e um tablate nem email vcs estao mandando para eu saber como ta o proceso daentrega
13316,True,tudo certo produto corresponde ao anúnciotudo certo produto corresponde ao anúncio
13317,False,comprei dia  de dezembro  ainda nao recebi seria presente de natalhoje  de janeiro ainda estou sem o produto vou ao procon quero uma indenização
13318,True,custo beneficio é bom guerreiro chegou rápido bem antes do prazo indicado na hora da compra
13319,True,prazo de entrega super rápido bem antes do previsto apesar dos auto falantes virem amassados na bordas e sem o kit de parafusos descrito no conteúdo da embalagem toca um som legal
13320,True,muito bom chegou antes do prazo tou muito satisfeito e recomendo sim
13321,True,comprei o processador e um microondas no fim do ano e ambos chegaram muito antes do prazo passado sem duvidas a melhor entrega entre as lojas virtuais é da americanas
13322,False,tela frágil para um tablet para crianças quebrou no dia que ganhou não caiu no chão ele provavelmente se apoiou no tablet tem  anos e não é pesado
13323,True,o celular superou minhas expectativas muito prático e design bonito e versátil
13324,True,superou minhas expectativas foi entregue antes do prazo pela americanas
13325,False,a capa que veio no kit não serve no moto  plus joguei dinheiro fora
13326,True,xampu de boa qualidade limpa bem os cabelos e tem um ótimo cheiro agora só falta comprar o condicionador pois tenho o xampu e o leave in desta linha
13327,True,tinha um aparelho igual que durou muito tempo deve ser guardado em lugar adequado para não sofrer quedas e quebrar barato e confiável vale a pena
13328,True,perfeita bonita e rápida no preparo café quentinho
13329,True,produto como descrito no anuncio e atende perfeitamente
13330,False,como já disse anteriormente recebi o produto errado reclamei mas foi em vão pois parece que ninguém lê o que escrevemos logo o prejuízo é só meu 
13331,False,comprei este produto e me senti enganadonão prestanão afia nem pensamentoé um verdadeiro estelionatonão joguem dinheiro foraé porcariapura enganação  que raiva 
13332,True,comprei no site  a entrega foi perfeita super rápida preço excelente produto de ótima qualidade linda  só fiquei triste pq não puder comprar outra  mas como sempre americanas tá de parabéns
13333,False,recebi a duas semanas nao fiquei com ela e não tem um telefone pra resolver so e mail ninguém me ligou e não sei quando vou receber a outra
13334,True,recomendo para todos os adolescentes  que buscam prazer na leitura
13335,False,veio com defeito no fone ou seja não dá pra conversar com ninguém por chamada exceto se ligar o alto falante
13336,True,olá até agora não recebi os produtos e eu comprei para dar de presente o pior tá chegando o dia de eu dar  não recebi e consta como já foi entregue  não pretendo comprar mais desse site quanto  ao produto já conheço é ótimo e recomendo 
13337,True,gostei do copo produto de qualidade e foi sensação na festa
13338,True,muito bom mesmo se eu soubesse que era bom assim tinha comprado antes super recomendo e limpa bem
13339,True,fácil de usar e cumpre o que promete bem embalado e bastante funcional
13340,True,otimo circulador vale cada centavo gasto nele barulho normal ate pq ele não é turbo silencioso
13341,True,um bom produto utilizei poucas vezes mas parecer ser de qualidade
13342,True,produto vermelho combinou com minha cozinha e  acima das expectativas
13343,True,media player tv box   quadcore android  smart  teclado smart recomendo gostei muito do produto pode comprar
13344,True,superou minhas expectativasproduto de primeira qualidadeparabéns
13345,True,eu pensei que era pequena mas me surpreendi com o tamanho e com a qualidade  não me arrependo de ter comprado  recomendo mesmo
13346,True,a única coisa que veio faltando foi o manual em português ainda bem que com o meu inglês deu pra se virar
13347,True,chocottone bauducco é o melhor entrega super rapida  eu recomendo  o produto e as lojas americanas 
13348,False,produto inferior ao que eu ja tinha cabo pequeno dificil manuseio
13349,True,fiquei muito satisfeita com o relógio bluetooth funcionou muito bem só o cabo de carregar a bateria não funcionou mas com um cabo do celular deu certo a entrega foi correta no dia previsto não tenho do que reclamar das lojas americanas
13350,True,a loja está de parabéns chegou bem antes do prazo e sem nenhum defeito recomendo esse produto para todos aqueles que querem comprar um celular bom e barato
13351,True,entregaram depois do prazo de entrega entregaram atrasado não gostei da entrega
13352,True,produto de ótima qualidadeé um companheiro no dia a dia elegante e funcional
13353,True,bom produto está sendo de grande valia bom para  o lazer e diversão e porque não no dia a dia do trabalho
13354,True,eu já possuía um  estou contente em adquirir o  
13355,True,superou minhas expectativas  vezes mais recomendo quem comprar vai ficar maravilhadooooo
13356,True,o produto é excelente atende as expectativas no entanto os funcionários da transportadora direct poderiam ser mais educados pois o que fez a entrega foi muito mal educando ao realizar a entrega
13357,True,meu sobrinho adorou brincamos muito com o boneco
13358,True,aproveitei um ótima promoção do site demorou para chegar mas estou satisfeito pelo custo x benefício dica coloque película e capa antiimpacto
13359,False,conheço a maquininha de acabamento slimline  é um produto de origem americana quer dizer fabricada no eua  não tem jeito de vir marcado  nela como fabricado na china mas a mina veio com origem chineza  e não recarregava ou sem potência para corte  já esta sendo feita a devolução  mas já esta indo para dois meses e eu estou precisando dessa maquininha para trabalhar me desculpe mas vocês deveriam colocar pessoas para verificar a qualidade dos produtos vendidos no site da americanas por outras lojas a que eu comprei foi do bonitão nunca mais 
13360,True,entrega antes do prazo estipuladoproduto em perfeito estado recomendo
13361,False,os primeiros dias foi excelente mais parou de funcionar com  dias de uso
13362,True,o produto é muito bom  apenas as americanas não pagou os meus dotz desta compra
13363,True,já gravei e desgravei sem problema atendeu minha expectativasentrega demorou um pouco
13364,True,muito útil pequeno portátil e flexível para uso em diferentes   ambientes recomendo
13365,True,o acabamento é ótimo e funciona muito bem sem sobrecarregar a instalação elétrica a entrega foi exatamente na data prevista
13366,False,tv com a qualidade de somáudio péssimo não recomendo
13367,False,dez dias para chegar o produto e na primeira vez que funcionou já quebrou terrível não recomendo aguardando a devolução o dinheiro
13368,True,a imagem é ótima e o produto é bem compacto com muita qualidade tem conversor digital integrado e a instalação foi bem simples a única ressalva é quanto ao tamanho do controle se a tv é compacta o controle deveria ser menor entendo que abrange muitas funções e é a única queixa mas compraria de novo pois o preço está compatível e o atendimento foi bastante satisfatório
13369,True,pessoal estou esperando uma graça e estou com dúvida se o pc vem sem nem um problema no gabinete ou algo assim é tbm saber qual o ssite mais operacional obrigado
13370,True,ótimo custo benefício e o  material é bom e bem resistente
13371,True,ainda não comprei mais esta em meus planos compra esse produto pois me foi muito bem indicado e ja cheguei a testa por uma semana
13372,True,estou muito satisfeita com o produto chegou antes do prazo previsto sem contar que é lindo parabéns americanas e a loja parceira super indico
13373,True,funciona muito bem  e sem travamentos memória de bom tamanho e as câmeras frontal e traseira são muito boas não é um smartphone de ponta mas uma opção adequada  para quem precisa de uma boa relação custo benefício e um aparelho acima da média
13374,True,foi o melhor ferro de passar que usei até hoje ele é pesado passa bem a roupa tem bastante vapor agiliza bastante o serviço porque não precisa focar esfregando o ferro na roupa demais
13375,False,cade a informação técnica do ar gree assim não dá é direito do consumidor
13376,True,delicioso cheiro de baunilha constante sem evolução excelente fixação projeção moderada ótimo pro calor
13377,True,entrega realizada com sucesso produto excelente superou minhas expectativas
13378,True,gostei do atendimento do tratamento da entrega e do produto nada que desabone a empresa até este momento
13379,True,esse produto é excelente além de ser um produto de ótima qualidade é bastante eficiente
13380,False,é uma peça bastante pequena pode ser prática para quem não tem espaço mas esperava que fosse maior
13381,True,entrega muito rápida produto chegou conforme anunciado apenas esperava maior luminosidade
13382,True,ótimo produto resistente e confortável para a criança ficar sentada
13383,True,qualidade impecável melhor custo benefício  horas de bateria som perfeito nítido melhor que jbl
13384,True,produto de excelente qualidade fácil de instalar completo com tudo o que se espera de uma smart tv com uma marca consagrada como a samsung
13385,True,gostei do colchão é um  ótimo produto e excelente qualidade com preço justo recomendo
13386,True,produto muito bomchegou dentro do prazoesta dentro das expectativas
13387,True,amei o produto que escolhi a empresa lojas americanas tem excelente compromisso na pronta entrega recomendo para amigos e familiares
13388,True,gostei adorei tv muito boa  recomendo para todos  excelente marca
13389,True,gostei do produto achei muito caro mas sou obrigada a comprar né gosto do produtos da americana são bons e chega rápido
13390,True,excelente e muito belo totalmente de acordo com o que foi anunciado
13391,False,a demora na entrega me fez pedir o cancelamento do pedido o marketplace informou que seria entregue pois já havia sido enviado se eu não quisesse poderia fazer a devolução e pedir o estorno quando o produto chegou abri o pacote embalagem escrito windows  e tentei instalar no meu note   tera de hd placa de vídeo geforce  giguinhas de ram  e o que aparece instalador do windows  tanto em dos quanto em ambiente gráfico detalhe o dvd na parte superior onde está silkado com as informações não diz qual é a versão do windows e na parte de baixo há alguns sinais que parecem ser de uso tudo horrível solicitei de novo a devolução e o estorno do valor
13392,True,ótimo aparelho americanascom entregou dentro da data prevista
13393,True,teclas grandes números grandes botão de aviso para emergências muito bom produto recomendo
13394,True,na primeira impressão a folha atolou dentro da impressora e eu me ferrei mas dai eu resolvi com o programa do cd ai depois deu certo boto fé no produto
13395,True,produto bom instalação facil e pratico de usar o produto aguenta bem a pressao de apartamentos unica coisa ruim é que o filtro é caro
13396,True,celular com preço justo em relação ao que promete é um bom celular  mais uma vez muito satisfeita com a rápida entrega da americanas chegou  dia e meio depois que comprei
13397,True,foi marcado para entregar dia  mas chegou dia  a loja está de parabéns mas ainda vou avaliar o produto ainda não foi instalado continuem assim parabéns
13398,True,ótimo produto programei para abrir garrafa de cerveja e fazer serviços domésticos ele também esquenta pizza com o laser super recomendo
13399,True,é um ótimo produto só faltou ser compatível com moto  para espelhamento e a americanas como sempre arrasa com a rapidez da entrega
13400,True,amei a máscara da mairibel recomendo ele pra todos que quiserem comprar
13401,True,olha chego antes gue esperava compra tranguila  otima entrega pontual
13402,True,de acordo com minha expectativa entrega bem antes do prazo muito bom
13403,True,achei o produto lindo ficou tudo como eu queria mas um deles veio com defeito para rosquear a lâmpada nada que tirasse a beleza que as luminárias trouxeram para minha casa
13404,True,amei o produto não sei como vivi tanto tempo sem ele super indico
13405,True,ótimo produto  é um celular rápido bonito e tem muitos recursos recomendo
13406,True,ótimo prazo de entrega  menos do que informava  amei o produto 
13407,True,o produto foi entregue dentro do prazo e é de boa qualidade
13408,False,não recebi e não tive as minhas reclamações respondidas dificilmente voltarei a comprar com vcs novamente
13409,False,chegou com uma rachadura não cobre o aparelho todo pessimo odieei
13410,True,chegou no prazo produto lindo de boa qualidade bebe amando mamae tb
13411,False,as dobradiças e seus suportes são frágeis e a porta não fecha direito
13412,True,o produto atendeu as expectativas e a entrega foi rápida
